,Comedy,Adventure,Drama,Action,Animation,Documentary,Biography,Family,Crime,Fantasy,Musical,Horror,Western,Sci-Fi,Romance,History,Mystery,Thriller,Sport,News,Music
3634,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3310,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3410,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
406,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2758,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1833,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1954,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3189,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3463,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3559,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1323,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2274,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3205,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2419,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1244,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2969,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2268,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2964,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2889,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
961,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2174,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2644,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2229,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2289,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
290,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2310,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2503,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3320,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3563,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2656,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3705,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1099,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3739,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2742,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2474,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
821,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2132,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2711,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3717,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3225,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1302,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3238,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3076,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1637,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
493,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3049,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2654,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2772,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2408,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3610,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2233,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2727,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
687,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3290,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1608,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2631,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2196,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3347,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3591,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3631,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1677,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3038,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
800,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2844,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3525,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3901,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1671,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2407,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1864,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1142,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1216,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
85,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1518,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3767,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2562,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1364,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2763,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2596,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3517,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3661,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2775,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3897,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
426,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
494,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2822,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2431,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1820,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2991,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3172,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2673,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3241,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1239,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2144,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3109,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
690,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3649,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2610,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2046,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2877,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2714,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1058,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
118,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1024,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2974,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1316,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3047,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3805,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3224,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3839,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
304,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2542,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3339,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2195,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3934,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2922,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3577,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3857,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3370,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3437,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1706,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2415,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3618,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3148,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2031,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
843,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1628,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3518,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
629,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1730,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3528,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2887,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3536,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1472,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2776,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2429,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1186,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
65,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2898,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
890,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3415,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2470,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
503,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3870,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2707,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
380,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3349,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2260,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2488,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1957,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2340,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2965,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2757,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2894,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2484,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3812,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
751,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
866,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
910,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2171,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1269,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
185,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2466,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2042,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2998,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2138,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1535,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
865,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3135,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2288,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2570,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3851,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3909,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2794,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3083,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
731,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2494,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3578,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
