,index,id,image,title,description,runtimeStr,genres,genreList,contentRating,imDbRating,imDbRatingVotes,metacriticRating,plot,stars,starList,Genre_1,Genre_2,Genre_3
3142,3219,tt4949162,https://m.media-amazon.com/images/M/MV5BMTYwMTAxMzAzOV5BMl5BanBnXkFtZTgwMTU0NTU2NjE@._V1_Ratio0.7536_AL_.jpg,Tri,2016,110 mins,"Comedy, Drama, Sport","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'Sport', 'value': 'Sport'}]",PG,5,332,,A journey of triathletes overcoming obstacles to achieve their dreams.,,[],Comedy, Drama, Sport
3143,3220,tt5970972,https://m.media-amazon.com/images/M/MV5BMzQzNDdhMGEtNmNhNS00MzQxLTg1MTctZWRlZDgxOGU4OTg2XkEyXkFqcGdeQXVyNDkzNjMyMzc@._V1_Ratio0.7633_AL_.jpg,Drop Off,2016,89 mins,Family,"[{'key': 'Family', 'value': 'Family'}]",PG,5.9,44,,"What would you do if you found 1 million dollars? Thirteen year old Tim Parker and his buddies lives are suddenly changed when a duffel bag containing a million dollars is dropped off on a bike trail they are riding. From the Director of ""Where the Red Fern Grows"" comes a heartwarming story about 3 boys who work together to ultimately find answers they didn't even know they were looking for.",,[],Family,,
3144,3221,tt3588782,https://m.media-amazon.com/images/M/MV5BYTEwMWE0ZDItM2I0MS00ZTJhLTk5ZmYtNDcxYjUxZDJlODU0XkEyXkFqcGdeQXVyNjI0ODc1MzE@._V1_Ratio0.7053_AL_.jpg,Pasos de héroe,2016,96 mins,"Adventure, Family, Sport","[{'key': 'Adventure', 'value': 'Adventure'}, {'key': 'Family', 'value': 'Family'}, {'key': 'Sport', 'value': 'Sport'}]",PG,6.4,40,,"Hero Steps is a heartrending drama about triumph in the face of seemingly insurmountable adversity. If little Eduardo can follow his dreams, then surely there's hope for all of us.",,[],Adventure, Family, Sport
3145,3222,tt5191938,https://m.media-amazon.com/images/M/MV5BYmUyMDE0MjctYWY0OS00MjU1LThiM2EtMWZkMWY1NzQ1YjNlXkEyXkFqcGdeQXVyNDQxNTQ2OA@@._V1_Ratio0.6763_AL_.jpg,Sidemen: Long Road to Glory,2016,77 mins,"Documentary, Biography, History","[{'key': 'Documentary', 'value': 'Documentary'}, {'key': 'Biography', 'value': 'Biography'}, {'key': 'History', 'value': 'History'}]",PG,7.3,161,70,"SIDEMEN - Long Road To Glory is an intimate look at the incredible lives and legacies of piano player Pinetop Perkins, drummer Willie 'Big Eyes' Smith and guitarist Hubert Sumlin, all Muddy Waters and Howlin' Wolf sidemen. The film captures some of the last interviews and their final live performances together, before their deaths in 2011. The historic live shows are accompanied by performances and personal insights from many of the blues and rock stars these legendary sidemen inspired including; Bonnie Raitt, Gregg Allman, Derek Trucks, Shemekia Copeland, Robby Krieger, Kenny Wayne Shepherd, Joe Perry, Joe Bonamassa and Johnny Winter.",,[],Documentary, Biography, History
3146,3223,tt6621440,https://m.media-amazon.com/images/M/MV5BNTQxYjk5NTEtM2I3Ny00NDEzLWJkYWYtM2RjNjJlZWU4ZmNkXkEyXkFqcGdeQXVyMzQ5NzYxNzI@._V1_Ratio0.6763_AL_.jpg,Stars in Shorts: No Ordinary Love,2016,87 mins,"Comedy, Romance","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Romance', 'value': 'Romance'}]",PG,6.5,34,,"On the heels of the annual Oscar Nominated Short Films program, ShortsHD presents Stars in Shorts: No Ordinary Love, an incredible collection of 7 short films about love featuring some of your favorite stars from the big and small screens. In 'Picture Paris', Julia Louis-Dreyfus goes to great lengths to add a touch of 'je ne sais quoi' in her life, whilst Peri Gilpin (Roz from Frasier) lives through a pretty tense night of political tension and family qualms in 'Election Night'. In 'Merry Xmas', Matthew Modine is a concerned son to the great Dick Van Dyke, a manipulative father with a good heart. Missi Pyle, sometimes unhinged, sometimes the voice of reason, takes her duties very seriously, be it as a sister or a friend, in 'Somebody's Mother' and 'Killing Vivian'. Also including short films starring Patrick Fabian (Better Call Saul), Jason George (Grey's Anatomy) and Paul Witten amongst others. Stars in Shorts: No Ordinary Love takes you on a roller-coaster of emotions, from suspense to comedy and all the necessary drama in between, with some of the best actors from your favorite films and television series.",,[],Comedy, Romance,
3147,3224,tt6017184,https://m.media-amazon.com/images/M/MV5BNDViM2EyZDItNTRmNC00OGFlLThiMDYtYTZmYjhjNDAxODgxXkEyXkFqcGdeQXVyMTkxOTU5MDY@._V1_Ratio0.7053_AL_.jpg,9/11 Inside the Pentagon,2016,54 mins,"Documentary, History, War","[{'key': 'Documentary', 'value': 'Documentary'}, {'key': 'History', 'value': 'History'}, {'key': 'War', 'value': 'War'}]",PG,6.9,94,,"On September 11, 2001, 184 people lost their lives when American Flight 77 slammed into the Pentagon. Today, people are surprised to hear that the Pentagon was ever a target. Few know about those who escaped, many terrifyingly close to the impact zone. This is the most complete telling of what happened at the Pentagon on a day that forever changed our world.",,[],Documentary, History, War
3148,3225,tt4781490,https://m.media-amazon.com/images/M/MV5BNTgxNzk0MDIyMV5BMl5BanBnXkFtZTgwODYzOTU5NzE@._V1_Ratio0.6763_AL_.jpg,What Was Ours,2016,79 mins,"Documentary, History, War","[{'key': 'Documentary', 'value': 'Documentary'}, {'key': 'History', 'value': 'History'}, {'key': 'War', 'value': 'War'}]",G,7.6,88,,"A Shoshone veteran, a teenage powwow princess, and an Arapaho journalist discover their purpose on the Wind River Indian Reservation as they seek lost artifacts.",,[],Documentary, History, War
3149,3226,tt5696188,https://m.media-amazon.com/images/M/MV5BYmVhYTQzZDgtMDE2ZC00OTMzLThiN2ItZGU2MDFjNjgzNDQ2XkEyXkFqcGdeQXVyMjYwOTIzNDM@._V1_Ratio0.6860_AL_.jpg,How to Build a Time Machine,2016,82 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",G,7.7,142,,"How to Build a Time Machine follows two men as they set out on a journey to build their own time machines. Rob Niosi is a stop motion animator who has spent the last 13 years obsessively constructing a full-scale replica of the time machine prop from the 1960 adaptation of H.G. Wells' ""The Time Machine."" It's his attempt to recapture the memory of seeing the film in theaters with his father. Dr.Ron Mallett is a theoretical physicist whose story begins with a tragedy. He was only 10 years old when his father died suddenly of a heart attack. Distraught, he sought solace in science-fiction. After reading ""The Time Machine,"" Ron dedicated his life to studying physics. He has since become a professor at the University of Connecticut and is now working on building a real time machine in the hopes that he might go back in time to save his father's life.",,[],Documentary,,
3150,3227,tt5317954,https://m.media-amazon.com/images/M/MV5BNmU5MWNiYjUtZmE3YS00NzNhLTkzZTctYzRhYmM3YTAyZjBjXkEyXkFqcGdeQXVyNTYyNzQ2MjY@._V1_Ratio0.6860_AL_.jpg,Lumayo ka nga sa akin,2016,129 mins,Comedy,"[{'key': 'Comedy', 'value': 'Comedy'}]",PG,6.5,82,,"Inspired by the Scary Movie series, the film parodies mainstream Filipino movies and television shows, as well as popular culture, while tackling several national issues at the same time.",,[],Comedy,,
3151,3228,tt5863360,https://m.media-amazon.com/images/M/MV5BNjc5NDVmNTUtNDBiZC00MTdkLTk1MWYtZTYxYzNhNjhiMDY4XkEyXkFqcGdeQXVyNDg3MzYzMQ@@._V1_Ratio0.7150_AL_.jpg,Bezness as Usual,2016,93 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",PG,7.7,78,,What is it like to be a child of a Tunisian playboy and a Dutch mother? Are expectations and cultures on both sides compatible?,,[],Documentary,,
3152,3229,tt5456400,https://m.media-amazon.com/images/M/MV5BMGExMTcwYmUtMTA2My00ZWEwLThhMGMtMDM4NTlmMzQ4OWNkXkEyXkFqcGdeQXVyMjU1MDg2MA@@._V1_Ratio0.6763_AL_.jpg,UFO: The Greatest Story Ever Denied III - UFOs from Outer Space,2016,81 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",PG,5,36,,"There is no telling what is really going on deep in space. But one thing is absolutely for certain, there is not one film or photo in this movie that was taken from earth. You will see real life UFOs captured in the far regions of space by NASA and foreign space agencies.",,[],Documentary,,
3153,3230,tt3800222,https://m.media-amazon.com/images/M/MV5BYjIyNmUxMjYtMzA2OC00NmJlLWFiZmYtZWJmNWQ4MDNmY2MzXkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_Ratio0.7053_AL_.jpg,At All Costs,2016,100 mins,"Documentary, Sport","[{'key': 'Documentary', 'value': 'Documentary'}, {'key': 'Sport', 'value': 'Sport'}]",PG,6.5,390,,"At All Costs is a documentary set in the world of elite youth grassroots basketball that explores how the AAU system has professionalized youth basketball in America. We follow highly recruited 'blue chip' prospects, their families, and their teams as they navigate the shaky terrain of the AAU circuit in pursuit of their dreams.",,[],Documentary, Sport,
3154,3231,tt4609262,https://m.media-amazon.com/images/M/MV5BMTY5OTY1NTY2NV5BMl5BanBnXkFtZTgwOTYxOTU2NzE@._V1_Ratio0.6763_AL_.jpg,Rescue Dogs,2016,87 mins,Family,"[{'key': 'Family', 'value': 'Family'}]",PG,6,83,,A talking-animal film about the unconditional love and benefits rescue animals give their owners.,,[],Family,,
3155,3232,tt4956188,https://m.media-amazon.com/images/M/MV5BYmRkZWZkNDMtOWQyZi00OTI0LTlhZjQtMjZlNTQ0NmE4ZjhkXkEyXkFqcGdeQXVyMTAyOTc5Njk@._V1_Ratio0.6763_AL_.jpg,The Longest Journey,2016,73 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",PG,8.1,38,,"A family's goal is to ride 3,000 consecutive miles, 24 hours a day from Coast to Coast in the Race Across America to raise awareness for Huntington's Disease. Will this 9-5 family succeed in one of the most grueling races in the world?",,[],Documentary,,
3156,3233,tt5211044,https://m.media-amazon.com/images/M/MV5BNzgzZmVlZjAtZTFkZi00MDA5LTkzYWQtNzkxOGQ4ZjdkZDUwXkEyXkFqcGdeQXVyNjY0MjI1MDk@._V1_Ratio0.6763_AL_.jpg,Revelation: Dawn of Global Government,2016,106 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",PG,7.2,78,,"Looming world government, a world ""elite"", The United Nations...loss of American sovereignty! The light of our ""shining city on the hill"" dims. Dissecting America under judgment, Lieutenant General William Boykin and Alex Jones join Charlie Daniels in a primer for the uninitiated on The New World Order with Biblical perspective. The global feudal police state unfolds...We were born for such a time as this!",,[],Documentary,,
3157,3234,tt5566684,https://m.media-amazon.com/images/M/MV5BOTUyOWMzOGQtYTJiNS00MzY5LTgzYmQtMWJmZWY0MjhmYmIzXkEyXkFqcGdeQXVyNjYzMzIwNTk@._V1_Ratio0.7053_AL_.jpg,Anhedonia,2016,79 mins,"Comedy, Drama, Sci-Fi","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Drama', 'value': 'Drama'}, {'key': 'Sci-Fi', 'value': 'Sci-Fi'}]",PG,4.9,65,,"It's the year 2020. Every day billions of people are victims of the digital, medial, narcissistic, hedonistic, careeristic and consumerist overstimulation and suggestion by the establishment. In a manner that remains unexplained to this day, hundreds of millions of citizens of the first world abruptly and epidemically fall ill with Anhedonia, an inability to feel pleasure and satisfaction. Two exemplary victims of these unspeakable circumstances are the dissimilar, but nevertheless inseparable, aristocrats' sons Franz and Fritz Freudenthal. Wholly bereft of meaning and tormented by their miserable, dull and joyless existence, they slowly waste away; until they become aware of the new and unique lust-stimulus therapy by the world-renowned and very trendy Prof. Dr. Immanuel Young, seeing in it the solution to all their problems.",,[],Comedy, Drama, Sci-Fi
3158,3235,tt5537508,https://m.media-amazon.com/images/M/MV5BMDMwZTcyOGYtODYwZC00OGY3LWExN2EtMTkwNzNiNTYwN2QzXkEyXkFqcGdeQXVyNjAwMDA0NjA@._V1_Ratio0.6763_AL_.jpg,The Invisible City: Kakuma,2016,74 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",PG,8.3,16,,"How to build a home in a place called nowhere? Kakuma refugee camp, built in the middle of the Turkana desert (Kenya), is the fastest growing city in the region. Many of its new arrivals are children sent out of conflict zones by their parents. Against all odds, these children grab all opportunities in the camp to rebuild their life. While waiting for her mother to return from South Sudan, Nyakong (8) starts to go to school. Slowly she creates a new home in the camp. At the age of 17, teenagers like Claude and Khadijo consequently compete for international scholarships, get a job, even build their own house. Filmmaker Lieven Corthouts decided to stay in one of the toughest places on earth and make this camp his home. While filming his friends for more than 4 years, he unveils the accomplishments of these strong, smart children and the true dynamics of a refugee camp. Can Kakuma really offer a future? Or is it just a waiting room, where the only option is to plan your journey to Europe?",,[],Documentary,,
3159,3236,tt5657112,https://m.media-amazon.com/images/M/MV5BNGE5ZjU0YjgtYWFiYy00MDU4LWIzMmYtM2U4Zjg1MmMzMjhiXkEyXkFqcGdeQXVyNTAzNDg1MA@@._V1_Ratio0.6763_AL_.jpg,Eero Saarinen: The Architect Who Saw the Future,2016,70 mins,"Documentary, Biography","[{'key': 'Documentary', 'value': 'Documentary'}, {'key': 'Biography', 'value': 'Biography'}]",G,7.4,100,,"A renewed interest is emerging in mid-20th century architects and artists who exploded the comfortable constraints of the past to create a robust and daring modernist America. Eero Saarinen: The Architect Who Saw the Future examines the life of an architectural giant who envisioned the future. His sudden untimely death at age 51 cut short what continues to be one of the most influential legacies in American architecture, a body of timeless work that stands apart from the clutter of contemporary design and continues to inspire architects today.",,[],Documentary, Biography,
3160,3237,tt6539610,https://m.media-amazon.com/images/M/MV5BZDdmMTgxZDEtY2RhZi00NmNkLWEzYTAtOWMwMDI4ZTNlZWFkXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_Ratio0.7536_AL_.jpg,Johny Johny Yes Papa Nursery Rhymes Collection,2016,,Animation,"[{'key': 'Animation', 'value': 'Animation'}]",G,3.2,10,,Johny ate candies and lied to his papa. He got caught lying when he opened his mouth with full of candies.,,[],Animation,,
3161,3238,tt4844034,https://m.media-amazon.com/images/M/MV5BMTA4MTE1NDA1MjZeQTJeQWpwZ15BbWU4MDU3NDc0ODcx._V1_Ratio0.6957_AL_.jpg,Live Another Day,2016,105 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",PG,7.2,17,,"Live Another Day is the inside, untold story of the U.S. auto bailout by the government. It picks up where ""The Big Short"" left off, showing how the housing crisis and Lehman Brothers' collapse led directly to the auto industry's downfall and how these companies were really rescued.",,[],Documentary,,
3162,3239,tt5914640,https://m.media-amazon.com/images/M/MV5BMTQ1NDgyZGYtYjVlNi00OWNlLWI4MjItOTY3MmE5OTNiYzk1XkEyXkFqcGdeQXVyNjQ2MzA4MzQ@._V1_Ratio0.7053_AL_.jpg,The Complete Guide to Thai Massage,2016,82 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",G,7.8,11,,"The Complete Guide to Thai Massage demonstrates many traditional Thai Massage techniques, by an experienced instructor of the art, who was trained in Thailand. Includes techniques in supine, side, prone and seated position, with detailed voice over.",,[],Documentary,,
3163,3240,tt5625098,https://m.media-amazon.com/images/M/MV5BYjNhZTVkMWUtYzlmMC00NTc4LTk5NTUtMTI1M2Y4NTgzNDcyXkEyXkFqcGdeQXVyMjA2NjA5MjM@._V1_Ratio0.7053_AL_.jpg,The Ride,2016,87 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",G,6.3,29,,"The Ride"" takes us along the annual 300-mile journey through the South Dakota Badlands, where young Lakota Sioux ride horseback and reflect upon the history of their ancestors, many of whom were massacred at Wounded Knee in 1890.",,[],Documentary,,
3164,3241,tt5352802,https://m.media-amazon.com/images/M/MV5BMTE2Y2U1ZjEtZGY1MC00ODY3LTk0OTUtZDNkODdmNTYwOTU5XkEyXkFqcGdeQXVyNjMwOTA1MDM@._V1_Ratio0.7053_AL_.jpg,Status: Svoboden,2016,95 mins,"Comedy, Romance","[{'key': 'Comedy', 'value': 'Comedy'}, {'key': 'Romance', 'value': 'Romance'}]",PG,5.5,737,,"Contemporary Moscow. Nikita and Afina are the perfect couple: young, smart, attractive, and in love. Well, perfect, that is, until Afina suddenly leaves Nikita for a 40-year-old dentist. How will Nikita win her back?",,[],Comedy, Romance,
3165,3242,tt5789610,https://m.media-amazon.com/images/M/MV5BN2FkODc1MjEtMTdlNy00Njk0LTg2NjQtNjI4NDQ1MmUxNzQ5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzAyMTYxODk@._V1_Ratio0.6763_AL_.jpg,Phi,2016,71 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",PG,6.1,22,,'Journey to the inner dimensions of the self',,[],Documentary,,
3166,3243,tt5456436,https://m.media-amazon.com/images/M/MV5BNDI0OWVlMjYtOTg3ZC00YWI5LWEwNmYtODE3MWY5MWZhYjdjXkEyXkFqcGdeQXVyNzQyMDMzMzU@._V1_Ratio0.7053_AL_.jpg,Sanada 10 Braves,2016,135 mins,"Action, Comedy","[{'key': 'Action', 'value': 'Action'}, {'key': 'Comedy', 'value': 'Comedy'}]",G,5.1,126,,"Despite his manly appearance and reputation, Yukimura Sanada is a coward. A bunch of ninja decide to help him to be a real hero.",,[],Action, Comedy,
3167,3244,tt5783208,https://m.media-amazon.com/images/M/MV5BN2NhZjk3MDctMjAzZS00YTI3LTk1NzktOTkzYTE5ZjE0MjEzXkEyXkFqcGdeQXVyMTA3MTIxMDgz._V1_Ratio0.6763_AL_.jpg,Sacred Cod: The Fight for a New England Tradition,2016,46 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",PG,7.1,20,,"SACRED COD is a feature-length documentary about the collapse of the historic cod fishery in New England, delving into the impact of overfishing, climate change, and government policies on fishermen and the fish. Ultimately, it looks at the prospect of a region built on cod having no cod left to fish. The film, which premiered at the Camden International Film Festival in Maine, was acquired by the Discovery Channel and broadcast in the spring of 2017.",,[],Documentary,,
3168,3245,tt9243074,https://m.media-amazon.com/images/M/MV5BZjRlMjMzNjQtMDRhNS00YmZiLWJlOGQtZTVlZWI5Nzk3ZmUxXkEyXkFqcGdeQXVyNDY1MzM5Mjg@._V1_Ratio0.7053_AL_.jpg,Guerrero,2016,90 mins,Biography,"[{'key': 'Biography', 'value': 'Biography'}]",PG,4.4,31,,"A los diez años, Paolo le pide a su mamá conocer a su papá, un jugador desconocido que se retiró temprano por una lesión. El niño no lo sabe, pero el reencuentro con su padre y con su disciplina, inician en él un cambio de carácter que lo terminará convirtiendo en un gran jugador profesional, en un guerrero.",,[],Biography,,
3169,3246,tt10763908,https://m.media-amazon.com/images/M/MV5BODE5ZmJlNGEtNTQ3Zi00YzM3LTliNWQtNTUzMGRkNmI5MzFhXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_Ratio0.6763_AL_.jpg,Passenger,2016,65 mins,Sport,"[{'key': 'Sport', 'value': 'Sport'}]",PG,0,0,,"Innsbruck. Hokkaido. Edmonton. Revelstoke. Haines. Queenstown. Stubai Glacier. Many have passed through these places over the last two years; workers, travelers, adventurers...among them was a collection of friends bonded by a shared affinity for chasing snow to all corners of the globe. This group of skiers has come to be known as Legs of Steel, and they've been travel companions for a long time.",,[],Sport,,
3170,3247,tt2564456,https://m.media-amazon.com/images/M/MV5BNDYxMzYzOTk5MV5BMl5BanBnXkFtZTgwODU2MzM2MTE@._V1_Ratio0.6763_AL_.jpg,Hope,2016,77 mins,Drama,"[{'key': 'Drama', 'value': 'Drama'}]",G,6.5,19,,"A young man hits rock bottom with nowhere to turn. With the loss of all hope, desire and motivation, he slowly builds back up through faith and trust in God.",,[],Drama,,
3171,3248,tt6096300,https://m.media-amazon.com/images/M/MV5BNDZjZDg2YTYtZGQ1Ni00YTM5LTlmZjYtYTNiNzNmMDE3Nzk1XkEyXkFqcGdeQXVyNTYzMjkwNjU@._V1_Ratio0.6763_AL_.jpg,Engrams,2016,103 mins,,[],PG,8.7,39,,"Like Jim Carrey's Eternal Sunshine of the Spotless Mind, Engrams is a wild, fun trip that delves into the human mind and our complex emotions by examining a young scientist who attempts to cure depression by triggering happy memories. When his girlfriend destroys everything that defines her personality, it starts a chain of events that sends him on a global search for his lost love.",,[],,,
3172,3249,tt5372452,https://m.media-amazon.com/images/M/MV5BOTA4NTM3MDA2M15BMl5BanBnXkFtZTgwNDc0ODI0OTE@._V1_Ratio0.6957_AL_.jpg,The Million Dollar Duck,2016,71 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",PG,7.5,113,,"The Million Dollar Duck follows the humorous and heartfelt journey of six wildlife artists competing to win the Federal Duck Stamp Contest - the only juried art competition run by the U.S. government and one of the most successful conservation tools ever created. Feathers will be ruffled and some egos will be bruised, but for one contestant, winning ""the Olympics of wildlife art"" will be life-changing.",,[],Documentary,,
3173,3250,tt4870814,https://m.media-amazon.com/images/M/MV5BNDk3ZTMxYjAtZjFmZi00MzM2LWEzNzQtZjRiMWE5YjM4ODU0XkEyXkFqcGdeQXVyNjc0NzgwMjA@._V1_Ratio0.7053_AL_.jpg,Sea Tomorrow,2016,88 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",PG,6.9,67,,"Set on the arid seabed of the former Aral Sea, the documentary film ""Sea Tomorrow"" takes us on a journey into the world after the apocalypse.",,[],Documentary,,
3174,3251,tt5604446,https://m.media-amazon.com/images/M/MV5BNDMwNTVhNWEtZTU5MS00ODdhLWE1MTQtYjIxMjQxNzBjYzJhXkEyXkFqcGdeQXVyMTY0MjY1ODg@._V1_Ratio0.6763_AL_.jpg,Mazurkas,2016,60 mins,"Drama, Romance","[{'key': 'Drama', 'value': 'Drama'}, {'key': 'Romance', 'value': 'Romance'}]",PG,7.2,29,,An elderly piano teacher who lost his wife 35 years ago has yet to go through the grieving process in order to move on with his life. Not doing so borders on disaster.,,[],Drama, Romance,
3175,3253,tt4273326,https://m.media-amazon.com/images/M/MV5BMzQzNjQzMjYwOV5BMl5BanBnXkFtZTgwMTYzNzM2ODE@._V1_Ratio0.6957_AL_.jpg,The Professor: Tai Chi's Journey West,2016,72 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",PG,7.2,17,,"The Professor: Tai Chi's Journey West is a documentary about Tai Chi and one of its great masters, Cheng Man-Ching, a man who brought Tai Chi and Chinese culture to the West during the swinging, turbulent 60's.",,[],Documentary,,
3176,3254,tt5912024,https://m.media-amazon.com/images/M/MV5BNjA5MTU3Nzc3M15BMl5BanBnXkFtZTgwMjcxODQ2OTE@._V1_Ratio0.7536_AL_.jpg,The Wild Pacific,2016,52 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",PG,7.5,58,,"It is the largest body of water on earth, covering nearly 30% of our planet. Experience a vast ecosystem that is home to a stunning menagerie of creatures.",,[],Documentary,,
3177,3255,tt4919926,https://m.media-amazon.com/images/M/MV5BMTY1MTQ5MTQzM15BMl5BanBnXkFtZTgwMjU0MDA3NjE@._V1_Ratio0.7053_AL_.jpg,1000 Hands of the Guru,2016,65 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",G,7.8,25,,"Four monks, a royal scholar, and their American guru are fighting to save Bhutan's sacred scrolls while learning the art of letting go.",,[],Documentary,,
3178,3256,tt3249794,https://m.media-amazon.com/images/M/MV5BODk4NjU4NTI5OF5BMl5BanBnXkFtZTgwMDc5MTg5NzE@._V1_Ratio0.6763_AL_.jpg,Restoring Tomorrow,2016,82 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",PG,8.6,76,72,"In these divided times, religious institutions are losing young members and even closing their doors at an alarming rate. Director Aaron Wolf's personal journey of rediscovery comes alive in Restoring Tomorrow, a universal story of hope as a treasured local temple near demise, is lifted up by a community's determination to achieve the impossible. Wolf's journey explores how when any community puts their mind to it, the impossible becomes possible. Wilshire Boulevard Temple, a Los Angeles treasure built by the original Hollywood moguls, needs to raise millions to restore its majesty and vibrancy, thus also restoring the future of the Jewish community, the greater Los Angeles community-and on a personal level, Wolf himself.",,[],Documentary,,
3179,3257,tt7818676,https://m.media-amazon.com/images/M/MV5BYmQxMGNkMmYtMjM3OS00Y2ZjLTkxMGQtZmI1MzFkOTE3ZTVkXkEyXkFqcGdeQXVyNjkyNDkzMTc@._V1_Ratio0.7150_AL_.jpg,Overcast-An Investigation Into Climate Engineering,2016,82 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",PG,6.6,7,,A controversial film about a phenomenon that has been too long ignored in the climate debate.,,[],Documentary,,
3180,3258,tt6079644,https://m.media-amazon.com/images/M/MV5BZDliZTJmMDUtZjcwZC00YTJhLWJmZGUtN2U3NjBmYTM2YmQ5XkEyXkFqcGdeQXVyNjg2MjQ5MjQ@._V1_Ratio0.7053_AL_.jpg,What is Real? The Story of Jivamukti Yoga,2016,79 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",PG,6.8,12,,"Tells the real-life story of two visionaries, Sharon Gannon and David Life, who have inspired and continue to inspire, a world of change through a method called, Jivamukti Yoga.",,[],Documentary,,
3181,3259,tt5945054,https://m.media-amazon.com/images/M/MV5BZGRjMTk2N2UtN2E4YS00YTNkLTkwMjAtZjA5MDQ5MDcyZWJiXkEyXkFqcGdeQXVyNjM4NzExNjc@._V1_Ratio0.7053_AL_.jpg,My Father from Sirius,2016,80 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",PG,6.7,142,,"Einari's childhood could have been like that of any other Finnish boy, but everything changed when his father was enlightened and started communicating with light beings from Outer Space.",,[],Documentary,,
3182,3260,tt3210796,https://m.media-amazon.com/images/M/MV5BOThjNzMwYTEtMmIxZi00MGRiLWEwNzctMGNiMGQ3MjJlODMwL2ltYWdlXkEyXkFqcGdeQXVyMTk3NzQ3OQ@@._V1_Ratio0.6763_AL_.jpg,In Exile,2016,72 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",PG,7.2,16,,"After filming political footage, a Myanmar filmmaker must flee his country. As refugee amongst refugees in Thailand, his camera becomes the most important tool to survive and overcome the many days away from home.",,[],Documentary,,
3183,3261,tt5133950,https://m.media-amazon.com/images/M/MV5BMTU3NDMyMTUxOF5BMl5BanBnXkFtZTgwODkwNDMzNzE@._V1_Ratio0.7053_AL_.jpg,No Man Is an Island,2016,70 mins,Documentary,"[{'key': 'Documentary', 'value': 'Documentary'}]",G,7.1,17,,"Since the large waves of migration in summer 2015, many are ready to house and welcome the less fortunate people of this world. Long before that Doctor Bartolo took responsibility for Omar, an 18-year-old Tunisian who stranded on Lampedusa's coast. Dr Bartolo offers Omar a family, a home and a job as an interpreter in the local detention centre. Around the same time also Adam, a 16-year-old from Ghana, is taken in by a hotelkeeper, who gives him a job as the hotel's valet. Both boys have been lucky. Or haven't they? Because a future is more than a roof above your head. And good intentions don't suffice for true integration. We should at least listen to the boys themselves. Lampedusa: promised land or prison in the Mediterranean Sea? These 2 unique adoption stories reveal the search for freedom and happiness of both the Lampedusiani and the newcomers, and are a metaphor for the task that awaits the European continent.",,[],Documentary,,
3184,3262,tt6214706,https://m.media-amazon.com/images/M/MV5BYzNmYTU2YTUtMDNmNy00ODdiLWFjOGItOTE5ZTIxNWY1YmI3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_Ratio0.6763_AL_.jpg,Working Beks,2016,112 mins,Comedy,"[{'key': 'Comedy', 'value': 'Comedy'}]",PG,3.5,61,,Five gay men from different walks of life are confronted with important choices that could change everything for them.,,[],Comedy,,
